STATECD,UNITCD,UNITCD_NAME,COUNTYCD,COUNTY_NAME
17,3, Prairie,95, Knox
17,3, Prairie,97, Lake
17,3, Prairie,99, La Salle
17,2, Claypan,101, Lawrence
17,3, Prairie,103, Lee
17,3, Prairie,105, Livingston
17,3, Prairie,107, Logan
17,3, Prairie,109, McDonough
17,3, Prairie,111, McHenry
17,3, Prairie,113, McLean
17,3, Prairie,115, Macon
17,2, Claypan,117, Macoupin
17,2, Claypan,119, Madison
17,2, Claypan,121, Marion
17,3, Prairie,123, Marshall
17,3, Prairie,125, Mason
17,1, Southern,127, Massac
17,3, Prairie,129, Menard
17,3, Prairie,131, Mercer
17,2, Claypan,133, Monroe
17,2, Claypan,135, Montgomery
17,3, Prairie,137, Morgan
17,3, Prairie,139, Moultrie
17,3, Prairie,141, Ogle
17,3, Prairie,143, Peoria
17,1, Southern,145, Perry
